title,link,location,experience,description,requirements,benefits,work_location_detail,working_time,deadline,salary_raw,currency_unit,skills,group,skills_str,seniority,salary_normalized,salary,skills_clean
Web Developer,https://www.topcv.vn/viec-lam/web-developer/1735288.html?ta_source=ITJobs_LinkDetail,TP. Hồ Chí Minh,3,"Develop and maintain Web apps using Java Spring Boot.
Work directly with remote team to clarify tasks and requirements.
Develop new features based on the user requirements (analyzing requirements and system design).
Fix the reported problems/bugs of the system during the integration test, the user acceptance test, and the test for maintenance.
Managing time and resources based on the WBS.
Write high-quality, clean, elegant, maintainable, and testable code.
Maintaining technical documents up-to-date.
You will have the chance to be involved with each stage of different projects, to various aspects of software engineering and fostering your career growth.
Supporting IT Development and Maintenance of the Stock Trading Platform developed based on the Kiwoom Framework for Kiwoom Indonesia, Finansia(in Thailand), and so on","Education & Technical skills Bachelor's Degree in Computer Science/Information Technology or relevant fields. At least 3 years of relevant experience in Java development, Spring Framework and SQL. Experience and knowledge in markup language, including HTML, CSS. Experience with frontend JavaScript. Soft Skills & Communication Able to communicate in English, written and spoken. Strong problem-solving and analytical skills. Strong communication skills and teamwork, international experience is preferred. Nice to have Understand of API design and implementation. Ability to write clean, easy to understand code. Familiarity with version control systems, such as Git or SVN. Familiarity with issues tracking tools, such as Redmine. Experience operating in an Agile environment, with a deep understanding of agile development principles.","Income & Achievement
Competitive salary, salary review once a year
13th month salary and Annual Performance Bonus
MVP and Shining star awards at the end of year
Global and professional working environment
Workplace Happiness
Full SHUI as Vietnamese Law
Premium Private Medical Insurance PVI and annual health check
15-day annual leave
01-day Christmas off and 90-min menstrual leave for women
Company trip, YEP and monthly gathering time
Gifts on special occasion and fully stocked snack corner
Sponsored training courses and book purchase quarterly
Be well-equipped with new working equipment
SPECIAL OFFER
Providing training and education experience in Korea with Korean Finance/IT expert
Providing opportunities to work and support in IT/Finance fields overseas
HIRING PROCESS: The interview will be conducted at our office in Ho Chi Minh city.
Round 1:
Step 1: Live coding test
Step 2: Interview with part team leader (upon passing coding test)
Step 3: Interview with Director

Round 2: Final interview with Head Office in Korea","- Hồ Chí Minh: Tầng 14, tòa nhà AP, 518B Điện Biên Phủ, Phường 21, Bình Thạnh",Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),2025-10-29,22 - 35 triệu,VND,"['Java', 'HTML', 'JavaScript', 'Communication', 'communication', 'teamwork', 'Git', 'Agile', 'agile']",Javascript,"Java, HTML, JavaScript, Communication, communication, teamwork, Git, Agile, agile",mid,28500000,28500000.0,"['java', 'html', 'javascript', 'communication', 'teamwork', 'git', 'agile']"
Frontend Developer,https://www.topcv.vn/viec-lam/frontend-developer-thu-nhap-gross-upto-32-trieu-ho-tro-an-trua-tai-ha-noi/1885683.html?ta_source=ITJobs_LinkDetail,Hà Nội,2,"- Design and develop reusable frontend modules and components that form the foundation of our applications
- Architect and implement scalable frontend solutions using modern JavaScript frameworks
- Drive technical decisions for frontend architecture and establish coding standards
- Create efficient, maintainable, and performance-optimized code
- Build and maintain core UI component libraries for company-wide use
- Lead the implementation of complex frontend features and ensure code quality
- Work closely with our design and backend teams to create seamless user interfaces
- Learn and apply Japanese development standards and best practices through direct mentorship
- Participate in our agile development process from architecture planning to testing","- Minimum 2+ years of professional frontend development experience - Strong command of JavaScript and TypeScriptat least 2 years experience ( NodeJS/JavaScript experience is required ) - TOEIC 800 / IELTs 6.0 or equivalent English skill - Advanced experience with: + Vue.js ecosystem and state management + Modern frontend architecture patterns + Component-based development + HTML5/CSS3 best practices + Git version control + Test-Driven Development + SEO optimization techniques + Modern UI component libraries - Experience in building and maintaining large-scale applications Personal Qualities: Strong technical leadership and decision-making abilities Passionate about creating maintainable, scalable code Self-motivated problem solver Team player with excellent collaboration skills","Work-Life Balance
- Hybrid work model (2-3 days remote per week)
- Flexible hours (9-6 or 10-7)
- Business casual environment
- New laptop/PC provided
Compensation & Benefits
- salary: 22M - 32M ( Gross)
- 13th month bonus
- Full insurance coverage
- Paid time off as per labor law
- Free lunch, snacks & beverages
Growth & Development
- Direct mentorship from Japanese tech experts
- Modern workspace fostering open communication
- Flat organizational structure
- Chance to work on real, impactful products
- Be part of an innovative Japanese tech startup","- Hà Nội: 83 Trung Kính, Phường Trung Hòa, Cầu Giấy",Không rõ,2025-10-23,22 - 32 triệu,VND,"['JavaScript', 'JavaScript', 'Vue.js', 'Git']",Javascript,"JavaScript, JavaScript, Vue.js, Git",mid,27000000,27000000.0,"['javascript', 'git']"
Lập Trình Viên Java,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-fullstack-di-lam-ngay-upto-32m/1272480.html?ta_source=ITJobs_LinkDetail,Hà Nội,3,"• Tham gia xây dựng và phát triển dự án với khách hàng lớn trong nước và quốc tế.
• Tham gia dự án từ Design, Code, Unit Test, Deploy các hệ thống trong các lĩnh vực: Giáo dục, Y Tế, Hải quan, Chính phủ
• Thực hiện tối ưu hiệu năng cho các hệ thống, đáp ứng khả năng xử lý hàng trăm nghìn sự kiện đồng thời..
• Review code, training cho các bạn có level thấp hơn","• Tốt nghiệp Đại học các chuyên ngành liên quan như công nghệ thông tin, an toàn thông tin, khoa học máy tính,... • Có ít nhất từ 3 năm kinh nghiệm thực tế trong lập trình phần mềm về ứng dụng Web với Java • Hiểu ngôn ngữ lập trình Java/J2EE, Spring/ Spring Boot • Kinh nghiệm làm việc với một số loại cơ sở dữ liệu DBMS: MS SQL Server, Oracle, MySQL, Postgres • Kinh nghiệm làm việc với một trong các công nghệ JavaScript: VueJS, Angular, ReactJS, ... ; có kiến thức về NoSQL, multi tenant là lợi thế • Có kiến thức tốt về SQL • Có kiến thức, thao tác tốt với Git • Viết code clear • Có khả năng xử lý tình huống tốt, cẩn thận, trách nhiệm cao trong công việc • Có khả năng làm việc độc lập, làm việc nhóm. • Có thể onsite khi dự án yêu cầu SKILL TAGS: Java, J2EE, Spring, JS Framework","- Mức thu nhập cạnh tranh, tương xứng với vị trí và đóng góp của bạn
- Có định hướng build lên lead
- Một năm xét tăng lương 1 - 2 lần theo tình hình kinh doanh của công ty
- Thưởng dự án, thưởng các ngày lễ, tế theo quy chế, lương tháng thứ 13, 14... theo tình hình kinh doanh của công ty
- Có năng lực sẽ được đánh giá ngay tại thời điểm.
- Tham gia đầy đủ các chế độ BHXH, BHYT, ... từ khi lên chính thức.
- Được nghỉ phép 12 ngày phép/ năm, tăng ngày phép theo cơ chế gắn bó tại công ty.
- Tham gia các hoạt động của công ty: Liên hoan, Du lịch/Team building và các hoạt động khác
- Được hỗ trợ cấp phát chăn, chiếu, gối ngủ, cốc uống nước cá nhân, sổ, bút, thiết bị phục vụ công việc.
- Cơ hội onsite và làm việc với các khách hàng lớn, công nghệ tiên tiến, phát triển bản thân...
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT.
- Có bánh, trà, café, thức ăn nhanh, trái cây phục vụ anh em hàng ngày/ tuần.
- Môi trường làm việc cởi mở, dân chủ.
- Và rất nhiều quyền lợi hấp dẫn khác ...","- Hà Nội: Tòa CTM Complex, số 139 đường Cầu giấy, Cầu Giấy","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)",2025-10-23,Tới 32 triệu,VND,"['Java', 'Java', 'SQL', 'MySQL', 'JavaScript', 'Angular', 'SQL', 'Git', 'Java']",Javascript,"Java, Java, SQL, MySQL, JavaScript, Angular, SQL, Git, Java",mid,32000000,32000000.0,"['java', 'sql', 'mysql', 'javascript', 'angular', 'git']"
Front End Developer,https://www.topcv.vn/viec-lam/front-end-developer-reactjs-angular/1886930.html?ta_source=ITJobs_LinkDetail,Hà Nội,1,"Lập trình web bằng Angular/ React các chức năng theo thiết kế và tài liệu có sẵn
Tham gia các dự án web Angular/ ReactJs đã và đang tiếp tục phát triển, có sample các chức năng tương tự để tham khảo
Được đào tạo để bắt nhịp công việc nhanh nhất có thể","Có kinh nghiệm lập trình web dùng Angular, JavaScript/TypeScript, HTML/CSS, Bootstrap, ReactJS từ 1 năm trở lên Có kinh nghiệm sử dụng git Sẵn sàng học hỏi, nghiên cứu các công nghệ mới Có thể làm được Java (Java core/ spring boot) hoặc có thể làm được Mobile app sử dụng Flutter là một lợi thế.","Mức thu nhập cạnh tranh theo năng lực. Thưởng dự án, thưởng lễ tết và các khoản thưởng khác...
Chế độ BHXH, BHYT, BHTN theo quy định của pháp luật hiện hành.
Tham gia các chương trình đào tạo nội bộ và đào tạo bên ngoài (Sharing, kiến thức ngành công nghệ thông tin, chuyển đổi số....).
Tham gia các chương trình teambuilding, nghỉ mát, ngày hội sinh nhật, Happy Hour, .... của công ty.
Làm việc trong môi trường văn hóa chia sẻ, hợp tác, trẻ trung, năng động, và có cơ hội thăng tiến cao;","- Hà Nội: Tòa nhà Hoa Anh Đào, ngõ 33 Lưu Hữu Phước, Nam Từ Liêm, Từ Liêm",Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),2025-10-23,12 - 20 triệu,VND,"['Angular', 'JavaScript', 'TypeScript', 'HTML', 'CSS', 'Bootstrap', 'git', 'Java', 'Java', 'spring boot']",Javascript,"Angular, JavaScript, TypeScript, HTML, CSS, Bootstrap, git, Java, Java, spring boot",mid,16000000,16000000.0,"['angular', 'javascript', 'typescript', 'html', 'css', 'bootstrap', 'git', 'java', 'spring boot']"
ReactJS Developer,https://www.topcv.vn/viec-lam/reactjs-developer/1903411.html?ta_source=ITJobs_LinkDetail,Hà Nội,2,"Chịu trách nhiệm phát triển giao diện người dùng cho các ứng dụng web/mobile, đảm bảo UI/UX mượt mà, thẩm mỹ và dễ sử dụng.
Hiện thực hóa thiết kế từ bản vẽ (Figma, Adobe XD...) sang mã HTML/CSS/JS
Sử dụng các framework như React, Angular, Vue để xây dựng giao diện động.
Tích hợp API từ phía Back-end và xử lý dữ liệu hiển thị.
Tối ưu hóa hiệu suất hiển thị và khả năng tương thích trình duyệt.
Viết code sạch, có thể tái sử dụng, và tuân thủ chuẩn UI/UX.
Tham gia kiểm thử, sửa lỗi, cải tiến liên tục giao diện.
Cập nhật công nghệ mới, đóng góp ý tưởng cải tiến giao diện sản phẩm
Thực hiện các nhiệm vụ khác có liên quan do Lãnh đạo phòng giao.","1.1. Trình độ chuyên môn • Đào tạo: Tốt nghiệp Đại học các chuyên ngành Công nghệ thông tin, Khoa học máy tính, Điện tử viễn thông, Công nghệ phần mềm, Hệ thống thông tin ...; • Kiến thức chuyên môn: + Thành thạo và hiểu rõ về framework React + Thành thạo Responsive design, CSS frameworks như Bootstrap, Tailwind + Biết python là 1 lợi thế 1.2. Kinh nghiệm nghề nghiệp • Có ít nhất 02 năm kinh nghiệm hoạt động trong lĩnh vực phát triển giao diện phần mềm với React JS • Có khả năng: làm việc độc lập và theo nhóm tốt 2. Ưu tiên: Ưu tiên các ứng viên có kinh nghiệm lập trình trong lĩnh vực tài chính, bảo hiểm và ngân hàng","Thu nhập hấp dẫn tương xứng với năng lực làm việc của bạn: Up to 25,000,000 VNĐ Net/ tháng
Không cần thử việc, ký luôn hợp đồng chính thức và đóng bảo hiểm từ tháng đầu nhận việc
Cố định 13 tháng lương Net/ năm + Thưởng
Quy đổi phép thành tiền
Được tham gia vào các dự án lớn trong hệ thống chứng khoán, ngân hàng
Môi trường công bằng, đảm bảo mọi người đều có thể phát huy hết khả năng của mình
Được làm việc với những cá nhân xuất sắc, có nhiều kinh nghiệm
Được hưởng Bảo hiểm xã hội, Bảo hiểm y tế, Bảo hiểm thất nghiệp theo chế độ nhà nước ban hành.
Hoạt động thể thao, CLB bóng đá, cầu lông, …
Khám sức khỏe định kỳ 1 năm/1 lần
Chế độ du lịch hàng năm","- Hà Nội: 71 Ngô Sỹ Liên, Đống Đa",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),2025-11-06,Tới 25 triệu,VND,"['React', 'CSS', 'Bootstrap', 'python', 'React']",Javascript,"React, CSS, Bootstrap, python, React",mid,25000000,25000000.0,"['react', 'css', 'bootstrap', 'python']"
Nhân Viên IT,https://www.topcv.vn/viec-lam/nhan-vien-it-quan-tri-website/1883577.html?ta_source=ITJobs_LinkDetail,TP. Hồ Chí Minh,2,"Quản trị, cập nhật và hỗ trợ vận hành website, đảm bảo website hoạt động ổn định và tối ưu.
• Phát triển và bảo trì các tính năng, ứng dụng web đơn giản bằng code.
• Cập nhật nội dung, khắc phục lỗi kỹ thuật.
• Hỗ trợ triển khai các chiến dịch marketing bằng cách tích hợp các công cụ và code đơn giản vào website.
• Nghiên cứu và áp dụng các công nghệ, xu hướng thiết kế web mới.
• Tham gia dự án Tự động hóa nhà máy (nếu biết Python)","• Có ít nhất 2 năm kinh nghiệm trong công việc tương tự. • Có kiến thức và kinh nghiệm quản trị website, am hiểu các nền tảng quản lý nội dung phổ biến như WordPress. • Có kinh nghiệm thiết kế đồ họa và sử dụng các công cụ như Photoshop, Illustrator, Figma là một lợi thế. • Biết lập trình Python là một lợi thế","Lương thưởng hấp dẫn
BHXH đầy đủ
Du lịch, hoạt động cộng đồng
Thưởng riêng cho ý tưởng, sản phẩm sáng tạo","- Hồ Chí Minh: 110/32/5 Tô Hiệu, Tân Phú","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 7 (từ 08:00 đến 12:00)",2025-10-22,10 - 18 triệu,VND,"['•', 'Python']",Javascript,"•, Python",mid,14000000,14000000.0,['python']
Fullstack,https://www.topcv.vn/viec-lam/fullstack-js-sharepoint/1901374.html?ta_source=ITJobs_LinkDetail,Hà Nội,1,"Tham gia phát triển, bảo trì và tối ưu các ứng dụng nội bộ trên nền tảng SharePoint cho ngành ngân hàng.
Phát triển, tích hợp và tùy chỉnh các component, workflow trên SharePoint sử dụng kết hợp ReactJS và NodeJS.
Thiết kế, xây dựng giao diện người dùng thân thiện, hiệu quả, chuẩn hóa theo yêu cầu nghiệp vụ ngân hàng.
Phối hợp với các bộ phận nghiệp vụ, QA và các đội dự án khác để đảm bảo chất lượng giải pháp, xử lý sự cố, và tối ưu hiệu năng hệ thống.
Tham gia đóng góp ý kiến nhằm cải tiến quy trình, giải pháp và tối ưu hóa trải nghiệm người dùng cho các sản phẩm nội bộ ngân hàng.","Tối thiểu 1 năm kinh nghiệm phát triển ứng dụng SharePoint, NodeJS và ReactJS. Thành thạo phát triển các Webpart, Extension, Custom Form, Workflow trên SharePoint Online/On-premise. Kinh nghiệm xử lý RESTful API, tối ưu hóa giao diện, hiệu năng và bảo mật cho web app. Hiểu biết về tích hợp hệ thống, authentication (OAuth, OpenID Connect), version control (Git). Kỹ năng teamwork tốt, chủ động, có tư duy giải quyết vấn đề và cầu tiến. Ưu tiên ứng viên có kinh nghiệm làm dự án ngân hàng - tài chính","Range lương: 20 - 27M gross
Lương tháng 13.
Hưởng các chế độ, phúc lợi như: Thưởng lễ tết, thưởng dự án, thưởng thâm niên; 12 ngày phép năm; Phúc lợi và phụ cấp khác
Hưởng thâm niên hàng tháng (bắt đầu từ tháng thứ 13 làm việc tại Công ty) và cứ mỗi 6 tháng tăng 1 bậc thâm niên
Du lịch hàng năm, teambuilding hàng tháng
Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật bảo hiểm.
Môi trường làm việc trẻ và năng động, tôn trọng phát triển cá nhân, công bằng và luôn khuyến khích sáng tạo để tạo nên những giá trị ""awesome"" cho công ty & cho thế giới
Trang thiết bị hiện đại, sẵn sàng phục vụ nhân viên mọi lúc mọi nơi","- Hà Nội: Lê Ngọc Hân, Hai Bà Trưng, Hai Bà Trưng",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),2025-11-05,20 - 27 triệu,VND,"['RESTful', 'Git', 'teamwork']",Javascript,"RESTful, Git, teamwork",mid,23500000,23500000.0,"['restful', 'git', 'teamwork']"
Thực Tập Sinh,https://www.topcv.vn/viec-lam/thuc-tap-sinh-reactjs-nestjs-typescript/1626801.html?ta_source=ITJobs_LinkDetail,Hà Nội,0,"Tham gia vào các dự án về phát triển phần mềm của công ty theo hình thức training on-job dưới sự hướng dẫn trực tiếp của Leader
Phối hợp với các thành viên trong team nghiên cứu, phát triển những tính năng của web, app
Tạo giao diện người dùng đáp ứng để truy vấn dữ liệu một cách hiệu quả và tối ưu
Chi tiết sẽ trao đổi cụ thể khi phỏng vấn","Có thể sắp xếp thời gian đi làm fulltime Có tư duy logic Nắm vững các kiến thức về Reactjs Có kiến thức tốt về Javascript, HTML, CSS, REST API, XML, JSON, JS,... Có kinh nghiệm quản lý cơ sở dữ liệu với MySQL hoặc PostgreSQL. Có thêm MongoDB hay Oracle là lợi thế. Có kỹ năng DevOps là một lợi thế. Kinh nghiệm với các dịch vụ đám mây như AWS, Azure, hoặc Google Cloud Platform. Kinh nghiệm thiết kế API, xử lý dữ liệu. Kinh nghiệm phát triển Frontend với các ngôn ngữ React/Angular hoặc tương tự. Sử dụng thành thạo Git Kỹ năng làm việc nhóm và trao đổi thông tin tốt Chăm chỉ, có tinh thần học hỏi, chủ động trong công việc Đam mê lập trình, tư duy logic, sẵn sàng tìm hiểu và học hỏi cái mới Nhiệt tình và có trách nhiệm trong công việc Có tiếng anh giao tiếp trong công việc","Có hỗ trợ lương hàng tháng từ 2,000,000 – 4,000,000 tùy theo năng lực. Lộ trình thực tập 3 tháng lên fresher với mức lương 7,000,000 – 11,000,000 tùy theo năng lực và trình độ tiếng Anh
Có cơ hội trở thành nhân viên chính thức tại Netviet với mức lương hấp dẫn
Lương T13 và review lương 2 lần 1 năm khi lên chính thức
Thưởng các dịp lễ Tết, thưởng quý, thưởng thâm niên, thưởng lợi nhuận.
Quà tặng dịp sinh nhật cá nhân
Cơ hội được học hỏi, làm việc với công nghệ mới
Được làm việc trong một môi trường chuyên nghiệp với các đối tác nước ngoài
Du lịch, teambuilding 2-3 lần/năm
Hỗ trợ tham gia các khóa đào tạo nâng cao kiến thức và kỹ năng","- Hà Nội: 72 Trần Đăng Ninh, Cầu Giấy",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),2025-11-30,3 - 5 triệu,VND,"['Javascript', 'HTML', 'CSS', 'MySQL', 'PostgreSQL', 'MongoDB', 'AWS', 'Azure', 'React', 'Angular', 'Git', 'tiếng anh']",Javascript,"Javascript, HTML, CSS, MySQL, PostgreSQL, MongoDB, AWS, Azure, React, Angular, Git, tiếng anh",mid,4000000,4000000.0,"['javascript', 'html', 'css', 'mysql', 'postgresql', 'mongodb', 'aws', 'azure', 'react', 'angular', 'git', 'tiếng anh']"
Lập Trình Viên PHP,https://www.topcv.vn/viec-lam/lap-trinh-vien-php-backend/1900230.html?ta_source=ITJobs_LinkDetail,Bắc Ninh,1,"Duy trì và Phát triển hệ thống Server;
Xây dựng API/Restful API;
Tìm kiếm, nghiên cứu, đề xuất các giải pháp phát triển;
Hoàn thành công việc và báo cáo hàng ngày / tuần / tháng.","Sử dụng PHP MVC, nắm rõ luồng Laravel MVC; Biết Laravel - MySQL để xử lý server; Biết API/Restful API; Biết React, VueJS (Element Plus) là một lợi thế; Biết FrontEnd là một lợi thế; Chủ động, đúng giờ, tinh thần trách nhiệm cao.","Được đào tạo bài bản và chi tiết về sản phẩm, quy trình làm việc;
Tham gia các hoạt động ngoại khoá, teambuilding;
Đóng BHXH, lương tháng 13, ngày lễ tết;
Môi trường làm việc năng động, trẻ trung.","- Bắc Ninh: 173 Nguyễn Gia Thiều, Kinh Bắc, TP Bắc Ninh",Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),2025-11-30,10 - 20 triệu,VND,"['PHP', 'Laravel', 'Laravel', 'MySQL', 'Restful', 'React']",Javascript,"PHP, Laravel, Laravel, MySQL, Restful, React",mid,15000000,15000000.0,"['php', 'laravel', 'mysql', 'restful', 'react']"
Frontend Developer,https://www.topcv.vn/viec-lam/frontend-developer-php/1900474.html?ta_source=ITJobs_LinkDetail,Hà Nội,1,"Lập trình frontend trên framework nội bộ.
Làm việc với các nhóm sản phẩm: website doanh nghiệp, trường học, du lịch, TMĐT, cổng thông tin bộ ngành, website bệnh viện...
Cắt chuyển giao diện từ figma, PDS sang HTML, CSS
Sử dụng SASS để viết CSS, jQuery để tạo hiệu ứng.
Quản lý source code bằng SVN.
Sử dụng công cụ kéo – thả để xây dựng trang, với các thành phần giao diện được chia nhỏ và tái sử dụng.
Phối hợp với backend và QA để hoàn thiện sản phẩm, đảm bảo tiêu chuẩn UI/UX của tập đoàn Viettel.","Tốt nghiệp chuyên ngành Công nghệ thông tin hoặc lĩnh vực liên quan. Tối thiểu 6 tháng kinh nghiệm ở vị trí Frontend hoặc tương đương. Thành thạo HTML, CSS, PHP, Bootstrap, jQuery. Sử dụng thành thạo công cụ Figma, PSD. Sử dụng thành thạo công cụ quản lý source code GIT, SVN. Có tư duy logic, tối ưu hóa source code. Có kinh nghiệm hoặc hiểu biết về MVC Framework là lợi thế. Có kiến thức hoặc sẵn sàng học hỏi về MongoDB, Solr, NoSQL. Kỷ luật, nghiêm túc với giờ giấc và quy trình làm việc.","Thu nhập 10-12M thỏa thuận tùy theo năng lực
Được tham gia vào các dự án lớn như: hệ thống học trực tuyến K12Online, cổng thanh toán BiPay, Chuyển đổi số VP TW Đảng, ...
Làm việc, học hỏi và phát triển cùng đồng nghiệp là những kỹ sư trẻ tài năng, đam mê và có lý tưởng lớn
Cùng nghiên cứu và thử thách với những công nghệ mới
Được tư vấn và chia sẻ về phát triển năng lực và nghề nghiệp bản thân.
Được tổ chức sinh nhật; Các chế độ BHXH đầy đủ
Tham gia hoạt động bóng đá hàng tuần của công ty
Đi du lịch hàng năm
Thưởng tháng lương thứ 13",- Hà Nội,"Thứ 2 - Thứ 7 (từ 08:00 đến 17:30)
Nghỉ thứ 7 cách tuần",2025-11-03,Tới 20 triệu,VND,"['HTML', 'CSS', 'PHP', 'Bootstrap', 'GIT', 'MongoDB']",Javascript,"HTML, CSS, PHP, Bootstrap, GIT, MongoDB",mid,20000000,20000000.0,"['html', 'css', 'php', 'bootstrap', 'git', 'mongodb']"
Fullstack,https://www.topcv.vn/viec-lam/senior-fullstack-35-45-trieu-thang-reactjs-nestjs-typescript/1881757.html?ta_source=ITJobs_LinkDetail,TP. Hồ Chí Minh,5,"Report trực tiếp cho CEO cum CTO.
Tham gia phát triển hệ thống quản lý dữ liệu dự án, có áp dụng AI.
Tham gia toàn bộ quy trình phát triển phần mềm: từ thiết kế giao diện (frontend) đến xử lý logic nghiệp vụ và cơ sở dữ liệu (backend).
Thiết kế, xây dựng và tối ưu hóa API kết nối frontend–backend, đảm bảo bảo mật (JWT, SSL).
Viết code sạch, dễ bảo trì, tuân thủ tiêu chuẩn lập trình.
Hỗ trợ kiểm thử, sửa lỗi, viết tài liệu kỹ thuật.
Hợp tác chặt chẽ với team để đảm bảo tiến độ và chất lượng.
Xử lý logic nghiệp vụ phức tạp. Thiết kế Database. Thiết kế Pipeline xử lý Dữ liệu.","Học vấn: Cử nhân ngành CNTT, Kỹ thuật phần mềm hoặc lĩnh vực liên quan. Kinh nghiệm: có 5 - 6 năm kinh nghiệm và 4+ năm ở vị trí Backend/Fullstack. Tiếng anh trung bình. Thành thạo Typescript, Angular. Có kinh nghiệm quản lý cơ sở dữ liệu với MySQL hoặc PostgreSQL. Có thêm MongoDB hay Oracle là lợi thế. Có kinh nghiệm sử dụng các ngôn ngữ như C# .NET, Python hoặc các công nghệ tương tự. Kinh nghiệm phát triển Frontend với các ngôn ngữ React/Angular hoặc tương tự. Kinh nghiệm thiết kế API, xử lý dữ liệu. Hiểu về bảo mật API (JWT, SSL). Có kỹ năng DevOps là một lợi thế. Kinh nghiệm với các dịch vụ đám mây như AWS, Azure, hoặc Google Cloud Platform. Sử dụng thành thạo Git. Giao tiếp tốt, phối hợp hiệu quả với đội nhóm, trách nhiệm. Có kỹ năng phân tích yêu cầu, lập kế hoạch và quản lý tiến độ dự án phát triển phần mềm là một lợi thế. Tư duy logic, giải quyết vấn đề phức tạp, có khả năng quản lý thời gian","Mức lương cạnh tranh, đóng BHXH, có lương tháng 13.
Làm việc trong môi trường hiện đại, chuyên nghiệp, tiếp cận những công nghệ AI mới, độc đáo.
Tham gia dự án có vòng đời dài, tiếp xúc chuyên gia trong và ngoài nước.
Cơ hội thăng tiến lên các vị trí trưởng nhóm, leader. Được đánh giá, khen thưởng hằng năm theo năng lực.
Hưởng đầy đủ quyền lợi theo Luật Lao động Việt Nam, thưởng lễ, tết.
12 ngày phép/năm hưởng nguyên lương.","- Hồ Chí Minh: 18E Cộng Hòa, Phường 4, Tân Bình, Tân Bình","Thứ 2 - Thứ 6 (từ 09:00 đến 18:00)
Thứ 7 (từ 09:00 đến 12:00)",2025-10-22,35 - 45 triệu,VND,"['Tiếng anh', 'Typescript', 'Angular', 'MySQL', 'PostgreSQL', 'MongoDB', 'Python', 'React', 'Angular', 'AWS', 'Azure', 'Git']",Javascript,"Tiếng anh, Typescript, Angular, MySQL, PostgreSQL, MongoDB, Python, React, Angular, AWS, Azure, Git",mid,40000000,40000000.0,"['tiếng anh', 'typescript', 'angular', 'mysql', 'postgresql', 'mongodb', 'python', 'react', 'aws', 'azure', 'git']"
Fullstack Developer,https://www.topcv.vn/viec-lam/fullstack-developer-yeu-cau-3-nam-kinh-nghiem/1380255.html?ta_source=ITJobs_LinkDetail,Hà Nội,3,"- Tham gia thiết kế, phát triển, triển khai và bảo trì các phần mềm trên nền tảng Java (Spring framework).
- Lập trình và tối ưu hóa để đảm bảo hiệu suất, chất lượng và khả năng đáp ứng tốt nhất của các hệ thống, ứng dụng.
- Thực hiện các công việc khác do Cán bộ quản lý yêu cầu.","- Có kinh nghiệm lập trình tại các dự án thực tế từ 3 năm trở lên. - Tốt nghiệp đại học chuyên ngành CNTT hoặc có liên quan. - Có kinh nghiệm về lập trình back-end: Java, Spring MVC, Spring framework (Spring-core, Spring-MVC, Spring-Boot, Spring Security,...), Hibernate, JPA,.... - Có kinh nghiệm về 1 trong các cơ sở dữ liệu: MySQL, Postgresql, MongoDB, Oracle Database,... - Có thêm kinh nghiệm về lập trình front-end: ReactJS, HTML, CSS, JavaScript, Jquery là một lợi thế. - Có thêm kinh nghiệm về Microservices, AI-OCR, RFID, VR/AR , ERP là một lợi thế. - Có tinh thần trách nhiệm, ham học hỏi và chủ động trong công việc. - Khả năng làm việc độc lập, làm việc nhóm .","- Mức lương thỏa thuận cạnh tranh theo năng lực: up to 50 triệu/tháng.
- Được làm việc trong môi trường quốc tế, trẻ trung, thân thiện và chuyên nghiệp.
- Được đào tạo trực tiếp nâng cao/bổ sung các kiến thức về ngành nghề
- Đánh giá năng lực, xét tăng lương/thưởng theo quy định của Công ty
- Cơ hội đi công tác Nhật Bản, trải nghiệm thực tế nghiệp vụ phía khách hàng.
- Cơ hội sang làm việc lâu dài ở công ty mẹ tại Nhật Bản.
- Hưởng bảo hiểm y tế, bảo hiểm xã hội, chế độ nghỉ phép, vv... theo luật định.
- Khám sức khỏe, nghỉ mát, tham dự các khóa đào tạo hàng năm, vv... theo chế độ của công ty.
- Lương tháng 13, thưởng lễ, Tết, vv...",- Hà Nội,Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),2025-10-20,25 - 50 triệu,VND,"['Java', 'MySQL', 'Postgresql', 'MongoDB', 'HTML', 'CSS', 'JavaScript', 'AI']",Javascript,"Java, MySQL, Postgresql, MongoDB, HTML, CSS, JavaScript, AI",mid,37500000,37500000.0,"['java', 'mysql', 'postgresql', 'mongodb', 'html', 'css', 'javascript', 'ai']"
